#Tmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BS1,BS2,BS3,BS4,BS5,BS6,BS7,BS8,BS9,BS10,BS11,BS12,BS13,BS14,BS15,BS16,BS17,BS1,BS2,BS3,BS4,BS5,BS6,BS7,BS8,BS9,BS10,BS11,BS12,BS13,BS14,BS15,BS16,BS17,BS1,BS2,BS3,BS4,BS5,BS6,BS7,BS8,BS9,BS10,BS11,BS12,BS13,BS14,BS15,BS16,BS17
TIMESTEP,MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),MEAN(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),VARIANCE(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C)
1984-6-01T00:00:00Z,10.00538464,10.35248277,10.40056183,10.06214238,11.17265601,8.089661024,9.961538456,9.53865314,10.19904036,9.806279063,11.17377297,10.10944342,9.979776864,9.946815915,10.04119539,10.25517778,9.542075454,0.3937555517,0.6334186927,2.659047666,0.7676193655,2.654435999,5.597782965,0.2583518274,1.174964432,1.284992085,0.9716765728,1.819250642,1.778544794,0.4281537189,1.419692388,0.8183548973,1.525753499,0.1490164388,0.6274994436,0.7958760536,1.63065866,0.8761388963,1.629243996,2.365963433,0.5082832157,1.083957763,1.133574914,0.9857365636,1.348795997,1.333620933,0.6543345619,1.191508451,0.9046297018,1.235213948,0.3860264742
1984-7-01T00:00:00Z,13.10820514,14.40165512,15.71091445,14.21819662,16.12859715,13.66338984,12.84672161,15.75726939,14.61179227,13.92934593,16.46065259,15.21443178,13.35439067,14.59369815,13.92234483,14.5262414,12.51679246,2.202148088,6.602632944,5.334685958,1.610772289,2.667627076,3.554008891,0.3439403541,2.881182531,3.560916813,3.814401751,4.565036722,3.483274142,0.9903423225,3.70801541,3.16989708,3.905873658,0.09898026492,1.483963641,2.569558901,2.30969391,1.269162042,1.6332872,1.885207917,0.586464282,1.697404646,1.887039166,1.953049347,2.136594655,1.866353166,0.9951594458,1.925620786,1.780420478,1.976328328,0.3146112918
1984-8-01T00:00:00Z,12.87448719,13.70462066,14.54580985,13.62454659,15.61509641,12.06101704,12.88978021,13.86832102,13.95366638,13.2577035,15.59230875,14.10570185,13.11100241,13.71912108,13.30827588,13.95592172,12.39075475,1.249147775,3.28420543,4.979937434,1.401147003,3.733121516,7.18936863,0.5064043362,1.923526884,2.906607299,2.289885936,4.158033204,3.119071933,0.9534696456,3.055068661,1.934470839,3.410552113,0.136844746,1.117652797,1.812237686,2.231577342,1.183700554,1.932128752,2.681299802,0.7116209217,1.386912717,1.704877503,1.513236907,2.039125598,1.766089446,0.9764577029,1.747875471,1.390852558,1.846768018,0.3699253249
1984-9-01T00:00:00Z,14.22307693,14.39096555,14.68189612,14.70445961,16.25630899,12.44186442,14.63967033,13.89822877,14.65662997,13.96436047,15.6557472,14.45416697,14.60593547,14.2989718,13.94524136,14.82770241,13.10075469,1.052567624,1.429141045,3.711839634,1.77565241,4.407886336,8.485225624,2.740757784,1.123732303,2.521168316,1.67003858,3.214285967,2.557866017,2.050712145,2.933815105,1.319592258,3.150453712,0.08715037301,1.025947184,1.195466873,1.926613514,1.332536082,2.099496686,2.912941061,1.655523417,1.060062405,1.587818729,1.292299725,1.792842985,1.599332991,1.432030777,1.712838318,1.148735069,1.774951749,0.2952124201
1984-10-01T00:00:00Z,8.956666677,8.540551728,8.18602624,8.460715016,8.741514455,5.503728834,9.465732623,7.601346868,8.757756137,8.814258713,8.793948452,8.20067059,8.86102644,8.339485913,8.955448283,8.690767853,9.70773588,0.8277197168,0.8683721365,1.99382046,0.2959347075,3.32672163,7.365894735,0.310600657,0.869197301,0.6601978765,0.5854555529,1.281077524,0.5326368611,0.3056894712,0.4617339142,0.758506169,0.8087962814,0.1399099621,0.9097910292,0.9318648703,1.412027075,0.543998812,1.82393027,2.71401819,0.5573155811,0.9323075142,0.8125256159,0.7651506733,1.131846952,0.7298197456,0.5528919164,0.6795100545,0.8709225964,0.8993310188,0.3740454011
1984-11-01T00:00:00Z,6.889230774,5.965172404,5.160857657,6.30602391,6.228130393,2.841864406,7.77805859,4.301531358,6.232929725,6.28581396,5.696528659,5.39239672,7.011486447,5.747114429,6.35687357,6.340965044,7.025094352,1.195260938,3.454715923,2.744005782,1.15782833,4.772287049,8.028296557,1.099911206,1.72862292,1.734134449,1.702064732,1.898386558,1.293523256,0.8077241589,1.796744617,1.118887254,1.749065975,0.1386702695,1.093279899,1.858686612,1.656504085,1.076024317,2.184556488,2.833424881,1.048766517,1.314771052,1.316865388,1.304632029,1.377819494,1.137331638,0.8987347545,1.340427028,1.057774671,1.32252258,0.372384572
1984-12-01T00:00:00Z,4.327820518,3.615103431,2.959413014,3.981053127,4.012841196,0.6374576217,5.064798532,1.928321036,3.824784084,3.813284888,3.540117906,3.142728946,4.463779616,3.509485899,3.853839079,4.020472071,4.431320764,0.6906760422,2.192721524,2.353030752,0.8748148988,4.375451487,7.96070366,0.8357813493,1.168335011,1.224219649,0.9661772781,1.419096644,1.20640259,0.578487638,1.479142501,0.745345495,1.410611912,0.07767184015,0.8310692163,1.480784091,1.533959176,0.9353154007,2.091757989,2.821471896,0.9142107795,1.080895467,1.106444598,0.9829431714,1.191258429,1.098363597,0.7605837482,1.216200025,0.8633339417,1.187691842,0.2786966813
1985-1-01T00:00:00Z,3.169487178,2.582413811,2.333173258,3.06870244,2.364378487,0.8623728789,3.741098914,2.225867156,2.928938756,3.2314971,2.234093776,2.734029669,3.255245455,2.835024873,3.314735648,2.96851509,4.086509446,0.7915279597,1.666665245,1.225800654,0.2472921183,1.514219285,2.001479097,0.3045790166,0.5972744355,0.7005757378,0.6932670984,0.8936697571,0.4557587182,0.2929687173,0.7286727575,0.4979858711,0.670361503,0.04519252881,0.889678571,1.290993898,1.107158821,0.4972847457,1.230536178,1.414736405,0.5518867788,0.7728353223,0.837004025,0.8326266261,0.9453410798,0.6750990432,0.5412658472,0.8536233113,0.7056811398,0.8187560705,0.2125853448
1985-2-01T00:00:00Z,5.008076937,4.14634484,3.398784688,4.330670414,3.674200916,2.238135608,5.716373636,3.163394833,4.149223824,4.343328496,3.321124217,3.723231581,4.972766912,3.937728029,4.540321842,4.191114433,4.953301884,1.037884797,2.69522461,1.199193606,0.645482536,1.780410466,1.920333887,1.187972564,0.415710995,1.251001795,1.087674544,1.133477987,0.5500933707,0.6383571883,1.28250246,0.7406339244,1.064865355,0.1137579717,1.018766311,1.641713924,1.095076987,0.8034192778,1.334320226,1.385761122,1.089941542,0.6447565393,1.118481915,1.042916365,1.064649232,0.7416827966,0.798972583,1.132476252,0.8606009089,1.031923134,0.3372802568
1985-3-01T00:00:00Z,4.733717973,3.799310352,2.660053198,3.738215358,3.064786911,0.4206779583,5.103003665,1.788321033,3.625805816,3.923633719,2.963761996,2.915269094,4.369955377,3.339867328,4.265563216,3.756050193,5.334716975,1.593549043,3.616603686,2.52588536,0.5559262868,2.851293608,5.738328249,0.3703810872,1.312919879,1.373899881,1.44532342,1.66552048,1.076663598,0.4960635431,1.280976091,2.038881228,1.385720641,0.2233871732,1.262358524,1.901737018,1.58930342,0.7456046451,1.688577392,2.395480797,0.6085894242,1.145827159,1.172134754,1.202216045,1.290550456,1.037624016,0.7043177856,1.131802143,1.427893984,1.177166361,0.4726385228
1985-4-01T00:00:00Z,8.102435864,7.69903449,6.946604959,7.275300416,6.847179094,5.394067825,8.125915735,6.481642058,7.221016087,7.404127901,7.051313408,6.946680152,7.645094402,7.031276958,7.842758605,7.2806573,8.212735833,0.6743722721,0.8959190736,0.7314574772,0.2705565479,0.8164064972,1.623651318,0.2564908239,0.2259026571,0.4453893051,0.3234829627,0.4521102879,0.358425368,0.2889086153,0.3437686848,0.8851008882,0.4509232624,0.2469500732,0.8212017244,0.9465300173,0.8552528732,0.520150505,0.9035521552,1.274225772,0.5064492313,0.4752921808,0.667374936,0.5687556265,0.6723914692,0.5986863686,0.5375022003,0.5863179042,0.940798006,0.6715081998,0.496940714
1985-5-01T00:00:00Z,8.112564105,7.531862058,6.717049966,7.309520497,7.657255195,3.937457598,8.364120883,5.568265684,7.387919839,7.279171508,7.518124484,6.671536104,7.881685552,6.895986737,7.718114942,7.481117423,8.250849085,0.8790088872,1.516060654,2.59491747,0.8719322803,4.227208993,9.057245842,0.1770414435,0.8346515857,1.032438209,0.5855412935,1.471241509,1.177894721,0.4047831218,1.062248568,1.274613915,1.348619304,0.2410323039,0.9375547383,1.231284148,1.610874753,0.9337731418,2.056017751,3.00952585,0.4207629303,0.9135926804,1.016089666,0.7652066998,1.212947447,1.085308583,0.6362256846,1.030654437,1.128988005,1.161300695,0.4909504088
1985-6-01T00:00:00Z,11.395641,12.21648274,12.66641481,11.73185959,13.09846017,10.8647458,11.19009157,12.10907747,11.9734293,11.50059593,13.29013435,12.24498958,11.35267079,11.84802653,11.80075862,11.95001793,10.96084909,0.9930399755,2.409820208,3.183032588,1.004258295,1.754150269,2.844347149,0.2294232372,2.114362973,1.98704731,2.145916965,2.452629161,2.519327367,0.5076131902,1.979284189,1.655319211,1.999763743,0.1546888685,0.9965139113,1.552359561,1.784105543,1.002126886,1.324443381,1.686519241,0.4789814581,1.454084926,1.409626656,1.464894865,1.566087214,1.587238913,0.7124697819,1.406870353,1.286592092,1.414130031,0.3933050578
1985-7-01T00:00:00Z,12.9857693,14.42903451,15.91407189,14.29526786,16.38405379,13.90406782,12.6048718,15.98682656,14.66095117,13.85425872,16.73209763,15.377618,13.22726399,14.70159202,13.87133329,14.61624141,12.27132077,2.791909038,8.153753804,6.333583874,2.048693651,2.93217498,3.686756204,0.419231185,3.482823476,4.541192338,4.692822798,5.527044685,4.156600405,1.24627117,4.73490617,3.984782265,4.777135789,0.1147284549,1.670900667,2.855477859,2.516661255,1.431325837,1.712359477,1.920092759,0.6474806445,1.866232428,2.131007353,2.166292408,2.350966755,2.038774241,1.11636516,2.175983954,1.996191941,2.185665983,0.3387158911
1985-8-01T00:00:00Z,11.78717946,12.76620691,13.77362725,12.52601097,14.5981659,11.34118638,11.71133697,13.20138378,13.02600338,12.40456397,14.76567589,13.26651588,11.94001373,12.7842952,12.50124136,12.92621452,11.79830189,1.797879208,4.118430576,4.83488358,1.360846582,3.417019223,6.077180166,0.4430119841,2.014137444,2.995025367,2.565051002,4.065143303,3.014375653,0.9094796297,2.917399997,2.116708338,3.388343061,0.1234914604,1.340850181,2.029391676,2.19883687,1.166553292,1.848518115,2.465193738,0.6655914543,1.419203102,1.730614159,1.60157766,2.016220053,1.736195742,0.9536664143,1.708039811,1.454891177,1.840745246,0.3514135177
1985-9-01T00:00:00Z,11.27551276,11.15641382,11.05964414,11.07674651,12.39027144,8.005762706,11.67032967,10.071107,11.43758961,11.11124998,12.16455991,10.87073188,11.30683144,10.95189053,11.36135631,11.479755,11.92330189,0.8780092405,0.4521278088,3.593607411,0.7812053427,6.138998052,12.38365468,0.3913189288,0.7705655833,1.283943666,0.3174513369,3.041079843,1.290057464,0.4874202699,1.082820345,0.6984691513,1.939750942,0.1411673882,0.9370214728,0.6724044979,1.895681253,0.8838582142,2.477700154,3.519041728,0.6255548967,0.8778186506,1.13311238,0.5634282003,1.743869216,1.135806966,0.698154904,1.040586539,0.8357446688,1.392749418,0.3757224883
1985-10-01T00:00:00Z,9.367179522,9.173862043,9.129867002,9.114675945,9.632168952,6.897118617,9.987399244,8.703966786,9.460079022,9.453633737,9.665012335,9.063138412,9.427428771,9.052819235,9.455701144,9.323907969,9.841603738,0.4171509207,0.197100929,1.320535191,0.321675255,2.377283858,5.078928998,0.3299071367,0.5625744826,0.4215867257,0.3224795336,0.7762733757,0.41931777,0.2745955395,0.4479748088,0.2766051875,0.6913151052,0.08825494594,0.645872217,0.4439605039,1.149145418,0.5671642222,1.541844304,2.253647931,0.5743754318,0.7500496534,0.6492971013,0.5678728146,0.881063775,0.6475475041,0.5240186442,0.6693092027,0.5259326834,0.8314536098,0.29707734
1985-11-01T00:00:00Z,5.855512809,5.526413806,5.374284328,5.836970426,5.733541352,3.730847464,6.287179495,5.028357934,5.745012698,5.799404068,5.559136274,5.523410567,5.854383796,5.549021564,5.928827595,5.842219895,6.34735847,0.533301647,0.5577981804,0.7868021582,0.2270540637,1.495044537,2.763421374,0.2443865494,0.399830706,0.3544807709,0.3275224612,0.4313164133,0.3054084763,0.2065148328,0.3430260738,0.3604600025,0.3990852139,0.09329679622,0.7302750489,0.7468588759,0.887018691,0.4765019031,1.222720139,1.662354166,0.4943546797,0.6323216792,0.5953828775,0.5722957812,0.6567468411,0.5526377442,0.4544390309,0.5856842783,0.600383213,0.6317319161,0.3054452426
1985-12-01T00:00:00Z,5.136410264,4.480344822,3.918016177,4.747231369,4.6693379,2.14677966,5.972032969,3.299206639,4.65997178,4.775406975,4.188146427,4.121114385,5.277212495,4.367495859,4.788620691,4.749746042,5.455377367,0.6744768665,1.727777129,1.59865049,0.7260289774,2.98449756,4.625631972,0.8301118092,0.7733899648,1.07400293,0.9198803609,1.173844603,0.7880177969,0.4831994384,1.316012138,0.5950698162,1.119631154,0.07307201976,0.8212654056,1.314449363,1.264377511,0.8520733404,1.727569842,2.150728242,0.9111047191,0.8794259291,1.036341126,0.9591039364,1.083441093,0.887703665,0.6951254839,1.147175722,0.7714076848,1.058126247,0.2703183674
1986-1-01T00:00:00Z,7.56217948,6.977793128,6.681792594,7.479591866,7.014520543,5.172711825,8.158974348,6.446328418,7.289144792,7.44450581,6.761875512,7.028561971,7.613944387,7.181426202,7.578758638,7.419967131,8.193113197,0.6514837091,1.448648925,1.141727124,0.2327219505,1.869733587,2.718914703,0.3009645199,0.5455357662,0.5904074778,0.5735503222,0.8006888269,0.437510537,0.2253193214,0.6731001119,0.4055161837,0.6016020034,0.04232898454,0.8071454077,1.203598324,1.068516319,0.4824126351,1.367382019,1.648913188,0.5486023331,0.7386039306,0.7683797745,0.7573310519,0.8948121741,0.6614457929,0.474678124,0.8204267865,0.6368015262,0.7756300687,0.2057400898
1986-2-01T00:00:00Z,7.661025668,6.63420689,5.705421999,6.917916054,5.937902079,3.805762729,8.150567749,5.236900371,6.74702229,7.10267441,5.820104194,6.150409466,7.430847927,6.499568811,7.368781617,6.851416194,8.395566068,1.609568216,4.220287772,2.534241904,0.4245061805,2.415871876,4.239875338,0.3458002133,1.511526165,1.463090102,1.748255018,1.844500556,1.063025054,0.4396202689,1.327533472,1.650192775,1.366752348,0.1310680864,1.268687596,2.0543339,1.591930245,0.6515413882,1.554307523,2.059095757,0.5880477985,1.229441404,1.209582615,1.32221595,1.35812391,1.031031063,0.6630386632,1.152186388,1.284598293,1.16908184,0.3620332669
1986-3-01T00:00:00Z,8.165641039,7.629310348,7.012060746,7.520817163,6.994682907,5.490847458,8.461904764,6.631697418,7.439483487,7.677194764,7.016819305,7.163473091,7.80383797,7.317744604,8.061172405,7.516280253,8.738207507,1.083680988,1.28814566,0.9434634841,0.227472672,1.114791819,2.006675601,0.4365710988,0.2338712859,0.5744250468,0.4259207607,0.6407831366,0.3759037754,0.3425595931,0.5177315692,0.9502337777,0.5576288591,0.2358335734,1.040999994,1.134965048,0.9713204848,0.4769409523,1.055837023,1.416571777,0.6607352714,0.4836024048,0.7579083367,0.6526260497,0.8004893108,0.6131099212,0.5852859071,0.7195356622,0.9747993525,0.7467455116,0.48562699
1986-4-01T00:00:00Z,7.169615376,6.404896544,5.305879583,5.995316474,5.46967022,3.204406781,7.467930408,4.515000013,6.06057296,6.372965128,5.607768031,5.387087167,6.704503955,5.695621891,6.763977003,6.080418285,7.743301886,1.477865193,2.453518757,1.829788772,0.4891576167,1.882449001,4.205028023,0.420174679,0.9037091404,1.049352906,0.9760586387,1.100923235,0.6714654636,0.4976172712,0.8695002397,1.910629883,1.065295248,0.2551541906,1.215674789,1.566371207,1.352696852,0.6993980388,1.372023688,2.050616498,0.6482088236,0.9506361767,1.024379279,0.9879568,1.049248891,0.8194299626,0.7054199254,0.9324699672,1.382255361,1.03213141,0.5051278953
1986-5-01T00:00:00Z,8.213461503,8.088413771,7.732092381,7.746738928,8.070111623,5.746440689,8.384212436,7.068745389,7.873889361,7.849244193,8.107776258,7.616417804,7.939728806,7.588573783,8.244367811,7.886922616,8.614339635,0.7940071727,0.2873360595,1.113144653,0.3881699429,1.62004271,3.492473871,0.3204609996,0.479228686,0.4150947825,0.2543930417,0.5199397016,0.645618708,0.2381992095,0.4576626428,0.7416539979,0.5985173943,0.215767974,0.8910708012,0.5360373677,1.055056706,0.6230328586,1.272808984,1.868816168,0.5660927482,0.6922634513,0.6442784976,0.5043739107,0.7210684445,0.8035040187,0.4880565638,0.6765076812,0.8611933569,0.7736390595,0.4645083142
1986-6-01T00:00:00Z,11.18192312,11.76999999,12.14292559,11.28847942,12.63992898,10.04101693,11.17249084,11.43125461,11.69112616,11.33177326,12.84246777,11.74456786,11.1153759,11.44864013,11.62652874,11.59787273,11.29518871,1.041200079,1.46038481,2.580625451,0.7812367451,2.071872787,3.950585473,0.3114974559,1.391939407,1.420248423,1.241864316,1.887455736,1.84333068,0.4226926174,1.36927042,1.090537591,1.628988302,0.1668589533,1.02039212,1.208463822,1.606432523,0.8838759783,1.439400148,1.987607978,0.5581195713,1.179804817,1.19174176,1.114389661,1.373847057,1.357693147,0.6501481503,1.170158289,1.044288079,1.27631826,0.4084837246
1986-7-01T00:00:00Z,12.01230769,12.86206899,13.75882638,12.62827602,14.51320396,11.17254241,12.09190478,13.40123617,13.1828507,12.62396803,14.74285988,13.3140738,12.20168212,12.97021559,12.62018392,13.0572453,11.89669811,1.217197325,3.121910214,4.114437671,0.9808357107,3.731741358,6.553551071,0.2909524053,1.238344428,2.139481805,1.681578015,3.539211374,2.027665553,0.636647292,2.171983519,1.195049162,2.859351364,0.1037579607,1.103266661,1.766892813,2.028407669,0.9903715014,1.93177156,2.559990443,0.539400042,1.112809251,1.462696758,1.296756729,1.881279186,1.423961219,0.797901806,1.473765083,1.093183042,1.690961668,0.3221148253
1986-8-01T00:00:00Z,12.61974362,13.8536552,15.02173867,13.48257773,15.78425673,13.21423731,12.61499999,14.75193725,13.95957381,13.23941859,15.8076693,14.42076621,12.84269138,13.79606966,13.38505746,13.85415895,12.27858489,2.139192283,6.176068844,5.563794835,1.782648017,2.596364834,3.700333196,0.4560590606,3.450157235,3.653043056,3.794323159,4.709102686,4.089596508,1.090578069,3.620725309,3.205261145,4.118727503,0.1534913839,1.462597786,2.485169782,2.358769771,1.335158424,1.611323938,1.923625014,0.6753214498,1.857459888,1.911293556,1.947902246,2.170046701,2.022275082,1.044307459,1.902820356,1.790324313,2.029464832,0.3917797646
1986-9-01T00:00:00Z,10.11025643,9.912413801,9.697489574,9.706534639,10.95795789,6.747796612,10.60838827,8.891328418,10.1239825,9.968444763,10.71100356,9.502044871,10.03671473,9.590663356,10.25349425,10.17551539,11.18858491,1.537635829,0.7387921136,3.551825608,0.6775050656,6.59099628,12.06344416,0.7764189869,0.7488270248,1.333725693,0.4311511954,3.555615626,1.003068197,0.5914857647,0.8643405144,1.098826851,1.996646429,0.1770253395,1.240014447,0.8595301702,1.884628772,0.8231069588,2.567293571,3.473246919,0.8811464049,0.8653479212,1.154870423,0.656621044,1.885634012,1.001532923,0.7690811171,0.9296991526,1.048249422,1.413027399,0.4207437932
1986-10-01T00:00:00Z,9.075256397,9.238827577,9.421396117,9.016083231,9.512785391,7.282033896,9.40137362,9.188302586,9.480931404,9.551686048,9.854200708,9.315445629,9.014222454,9.179834166,9.622482744,9.277561997,10.03358494,1.275427417,0.5466517187,1.008830428,0.2974000859,1.544592203,3.44527374,0.7744678726,0.4039687139,0.4746743211,0.498198038,0.5203949671,0.2830295073,0.5862949027,0.2040059455,0.6160136282,0.6028048619,0.1218192193,1.129348227,0.7393589918,1.00440551,0.5453440069,1.242816238,1.85614486,0.8800385632,0.6355853317,0.6889661248,0.7058314516,0.7213840635,0.532005176,0.7656989635,0.4516701733,0.7848653567,0.7764050888,0.3490261011
1986-11-01T00:00:00Z,6.470512836,6.207586223,6.113129761,6.375329408,6.083561647,4.602881371,7.015952383,5.90405903,6.444905452,6.71851745,6.086067998,6.275726371,6.471180914,6.24376451,6.771999993,6.397281148,7.457830213,0.9289099484,0.6473010815,0.7992891228,0.2568261594,1.049136827,1.683966234,0.5039021055,0.4767001195,0.5025219698,0.4688094283,0.4931154926,0.3024229052,0.4034121292,0.3493975996,0.5821010486,0.4317795181,0.09540378133,0.963799745,0.8045502356,0.8940297102,0.5067801885,1.024273805,1.297677246,0.709860624,0.6904347323,0.7088878401,0.6846965958,0.7022218258,0.5499299094,0.6351473287,0.5910986378,0.7629554696,0.6570993213,0.3088750254
1986-12-01T00:00:00Z,4.685128209,4.469999999,4.263439975,4.537460193,4.352762557,2.458983052,5.220238083,3.763671599,4.649506074,4.941700576,4.380797921,4.39778718,4.675039484,4.483067983,4.965448268,4.627561999,5.923490569,1.246286523,0.7969558584,1.03368733,0.3576429709,1.357279101,2.819005713,0.7447506661,0.6325283976,0.5497149936,0.5690498627,0.4969016097,0.4202856618,0.6008322764,0.4711983707,0.8295930529,0.6333813885,0.07017367042,1.116372036,0.8927238422,1.016704151,0.5980325835,1.165023219,1.678989492,0.8629893777,0.7953165392,0.7414276726,0.7543539373,0.7049124837,0.6482944252,0.7751337152,0.6864389053,0.9108199893,0.7958526173,0.264903134
1987-1-01T00:00:00Z,3.401410264,2.711999999,2.260880661,3.111499177,2.422252666,0.2986440674,3.958241749,1.871236161,3.084182898,3.461613379,2.364214421,2.669439746,3.34249571,2.898557221,3.631425278,3.132972813,4.93735849,2.085073698,2.918078067,2.247175076,0.4258193492,2.150861142,3.987608353,1.1990958,1.590723014,1.282617458,1.684734763,1.526692327,0.8947865608,0.8929659318,1.048061447,1.540139103,1.212976562,0.06384585171,1.443978427,1.708238293,1.499058063,0.6525483501,1.466581448,1.996899685,1.095032328,1.261238682,1.132527023,1.297973329,1.235593917,0.9459315836,0.9449687465,1.023748723,1.241023409,1.101352152,0.2526773668
1987-2-01T00:00:00Z,5.285384617,4.373310339,3.501234723,4.502870338,3.286712334,1.643050838,5.713150182,3.236642072,4.465173582,5.03789244,3.411203726,3.966781908,4.968568491,4.229601993,5.3014253,4.45362414,6.636886808,2.45756579,4.21308006,2.707802902,0.5026648246,1.684316449,3.098726202,1.246336235,1.641974716,1.814801196,1.988027978,2.035622796,1.117611011,0.9749712668,1.493170981,2.128568559,1.651899352,0.1423931477,1.567662524,2.05257888,1.645540307,0.7089885927,1.297812178,1.760319915,1.116394301,1.281395613,1.347145574,1.40997446,1.426752535,1.057171231,0.9874063332,1.221953756,1.458961466,1.285262367,0.3773501658
1987-3-01T00:00:00Z,5.93679488,5.212827577,4.464292598,5.131273473,4.422876714,2.454406775,6.274688653,3.858874536,5.177109796,5.594447678,4.571859063,4.696868949,5.521132858,4.95429519,5.94409196,5.202930988,7.241320741,2.489152662,2.793624404,1.903349969,0.3818370637,1.606077519,3.61578055,1.454844674,1.010805185,1.156324974,1.213829648,1.171373509,0.6899809512,0.9003952828,0.884912059,1.995604887,1.135360311,0.23038129,1.577704872,1.671413894,1.379619502,0.6179296592,1.267311137,1.901520589,1.206169422,1.005388077,1.07532552,1.101739374,1.082300101,0.8306509202,0.9488916075,0.9406976449,1.412658801,1.065532877,0.47998051
1987-4-01T00:00:00Z,7.600641031,7.294689639,6.688025162,6.822122754,6.400299341,5.242881347,7.637765573,6.192269377,6.887541633,7.091845933,6.699871127,6.682085324,7.127775491,6.726318415,7.558942533,6.858733193,8.166603799,1.062095743,0.7593104547,0.6056592913,0.265719901,0.511809247,1.151115426,0.6423433615,0.2489393237,0.4337693149,0.3431900471,0.4344363784,0.3117220507,0.4011103272,0.2024497882,0.9869014206,0.4680754127,0.2309563777,1.030580294,0.8713842176,0.7782411524,0.5154802624,0.7154084477,1.072900474,0.8014632628,0.4989381962,0.6586116572,0.5858242459,0.659117879,0.5583207417,0.6333327145,0.4499442057,0.9934291221,0.6841603706,0.4805792107
1987-5-01T00:00:00Z,10.03512817,9.898482763,9.516706328,9.643725411,10.00376966,7.332542355,10.09018314,8.717011082,9.724936494,9.665872097,10.0105813,9.431727343,9.774493644,9.423681591,10.06735633,9.789223188,10.46547167,0.8826840193,0.3717052736,1.347072255,0.3856441112,2.088465868,4.582940876,0.4682933615,0.5053194947,0.4768407959,0.236287891,0.6383771236,0.6991757945,0.2871772983,0.505377835,0.8277954877,0.6701575758,0.2023851704,0.9395126499,0.6096763679,1.160634419,0.621002505,1.445152541,2.140780436,0.684319634,0.7108582803,0.6905366,0.4860945289,0.7989850584,0.8361673245,0.5358892594,0.7108993142,0.9098326702,0.8186315262,0.4498723934
1987-6-01T00:00:00Z,10.80743588,11.49586208,12.01618368,11.02729292,12.46400051,10.07559327,10.7064469,11.31773065,11.42372565,11.00600291,12.66295311,11.585605,10.7710436,11.23416253,11.33662073,11.330487,10.93292453,1.174472874,1.840436683,2.788254788,0.959125984,1.873119832,3.272394006,0.3820218142,1.669570003,1.771192471,1.53188855,2.127788851,2.224592919,0.5278821889,1.758271126,1.360818217,1.848292196,0.1426263665,1.083730997,1.35662695,1.669806812,0.9793497761,1.368619681,1.808975955,0.6180791326,1.292118417,1.330861552,1.237694853,1.458694228,1.491506929,0.7265550144,1.325998162,1.166541134,1.359519105,0.3776590612
1987-7-01T00:00:00Z,10.99474354,11.73310341,12.3496941,11.46219769,13.08976662,9.559152538,10.92895604,11.89400369,11.92602597,11.55530522,13.34642171,11.95716562,11.07024717,11.68122719,11.53965517,11.88348372,11.14018866,1.148819816,2.175432331,3.685086863,0.6949235916,4.4604447,7.654790794,0.3568965207,0.8984033316,1.610150787,1.173306326,3.524494789,1.375768834,0.4935268884,1.334999138,0.796647894,2.403136826,0.1042659908,1.071830125,1.474934687,1.919658007,0.8336207721,2.111976491,2.766729259,0.5974081693,0.9478414064,1.268917171,1.083192654,1.877363787,1.172931726,0.7025146891,1.155421628,0.8925513397,1.550205414,0.3229024478
1987-8-01T00:00:00Z,12.29820516,13.37944831,14.45802265,13.08865204,15.09517503,12.09694916,12.15247252,13.96769374,13.61621507,13.03148256,15.36167534,13.94847861,12.43252318,13.40474297,13.14641381,13.47492083,12.41867922,2.18745846,4.653023491,4.730402462,1.442769052,3.049259635,5.091916019,0.6180079876,2.149615681,3.126287815,2.878990753,3.915710229,3.110803275,1.042979366,3.01868163,2.423728747,3.369944116,0.1389643024,1.479005903,2.157086807,2.174948841,1.201153218,1.746212941,2.256527425,0.7861348406,1.466156772,1.768131165,1.696758897,1.97881536,1.763746942,1.021263612,1.73743536,1.556832922,1.835740754,0.3727791604
